"","rules","support","confidence","lift","count"
"319810","{event_type_Property_Meeting=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0730897009966777,0.379310344827586,1.87167891464104,22
"319816","{intx_record_type_Material_Goods=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0598006644518272,0.346153846153846,1.70807061790668,18
"319819","{intx_type_Eviction_Prevention=1,intx_type_Material_Goods=0} => {Negative.MO=1}",0.0598006644518272,0.346153846153846,1.70807061790668,18
"302013","{intx_resource_Coats=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.340425531914894,1.67980467387513,16
"319825","{intx_resource_Community_Involvement=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0697674418604651,0.333333333333333,1.6448087431694,21
"319828","{intx_resource_Household_Goods=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0598006644518272,0.333333333333333,1.6448087431694,18
"319840","{intx_resource_Coats=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0697674418604651,0.333333333333333,1.6448087431694,21
"319843","{intx_resource_Employment=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0697674418604651,0.328125,1.61910860655738,21
"302016","{intx_resource_Back_to_School_Supplies=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.326530612244898,1.61124121779859,16
"319849","{intx_resource_Back_to_School_Supplies=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0730897009966777,0.323529411764706,1.59643201542912,22
"319933","{intx_resource_Energy_Assistance=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.32,1.57901639344262,24
"319894","{intx_resource_Gift_Card=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0764119601328904,0.319444444444444,1.57627504553734,23
"319921","{intx_resource_Income=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.315789473684211,1.55823986194996,24
"302028","{intx_resource_Gift_Card=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.313725490196078,1.54805528768885,16
"319813","{event_subtype_Educational=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0664451827242525,0.3125,1.54200819672131,20
"319831","{intx_resource_Health_Care=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0664451827242525,0.3125,1.54200819672131,20
"319897","{intx_resource_Bus_Cards=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.311688311688312,1.53800298062593,24
"319870","{intx_resource_Family.Social_Relations=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.30379746835443,1.49906619630629,24
"319957","{intx_resource_Financial_Literacy=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.30379746835443,1.49906619630629,24
"320350","{event_type_Property_Meeting=0,intx_record_type_Connection_to_Community_Resource=1} => {Negative.MO=1}",0.0564784053156146,0.303571428571429,1.49795081967213,17
"302046","{intx_resource_Energy_Assistance=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.30188679245283,1.48963810702134,16
"319804","{intx_type_Eviction_Prevention=1,intx_type_Housing_Stability=1} => {Negative.MO=1}",0.0631229235880399,0.301587301587302,1.48816029143898,19
"319879","{intx_type_Direct_Support=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.3,1.48032786885246,24
"319906","{intx_resource_Safety=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.3,1.48032786885246,24
"319930","{intx_resource_Welcome_Basket=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0764119601328904,0.298701298701299,1.47391952309985,23
"302031","{intx_resource_Bus_Cards=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.296296296296296,1.46205221615058,16
"302040","{intx_resource_Toys_for_Tots=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.296296296296296,1.46205221615058,16
"302043","{intx_resource_Income=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.296296296296296,1.46205221615058,16
"319867","{intx_type_Eviction_Prevention=1,lead_job_Event_Host=0} => {Negative.MO=1}",0.079734219269103,0.296296296296296,1.46205221615058,24
"319912","{event_type_Field_Trip.Outing=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.296296296296296,1.46205221615058,24
"319948","{intx_resource__Housing=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.296296296296296,1.46205221615058,24
"319981","{intx_resource_Child_Care=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.296296296296296,1.46205221615058,24
"320005","{intx_resource_Substance_Abuse=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.296296296296296,1.46205221615058,24
"319927","{event_type_Campfire=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0764119601328904,0.294871794871795,1.45502311895755,23
"319882","{intx_resource_Mental_Health=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0730897009966777,0.293333333333333,1.44743169398907,22
"319936","{intx_resource_Transportation=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"319939","{event_type_PET_Phase_1=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"319963","{intx_type_Eviction_Prevention=1,Leadership_Tier_3=0} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"319966","{event_type_Doctor_Visit=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"319972","{intx_resource_Domestic_Violence=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"319990","{intx_resource_Conflict_Resolution=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"319996","{intx_type_Eviction_Prevention=1,lead_job_Community_Leadership_Institute=0} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320011","{intx_resource__Income=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320029","{intx_type_Eviction_Prevention=1,lead_job_Building_Captain=0} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320035","{intx_resource_Literacy=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320041","{intx_subtype_Recertification=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320050","{intx_resource__Employment=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320053","{event_type_Support_Group=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320056","{intx_resource_Utilities.Phone=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320059","{intx_resource_Immigration=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320062","{intx_resource__Financial_Literacy=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320071","{intx_type_Eviction_Prevention=1,lead_job_BINGO=0} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"320089","{intx_resource__Life_Skills=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.292682926829268,1.44422231107557,24
"319954","{intx_type_Eviction_Prevention=1,intx_type_Outreach=0} => {Negative.MO=1}",0.0764119601328904,0.291139240506329,1.43660510479353,23
"302022","{intx_resource_Family.Social_Relations=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.290909090909091,1.4354694485842,16
"319834","{event_type_Class=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0664451827242525,0.289855072463768,1.43026847232122,20
"319864","{intx_resource_Education=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0664451827242525,0.289855072463768,1.43026847232122,20
"3987","{intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"319807","{intx_record_type_Housing_Stability=1,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"319945","{intx_type_Eviction_Prevention=1,lead_job_Bulk_Mail=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"319951","{intx_type_Eviction_Prevention=1,lead_job_Flyering.Door_Knocking=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"319960","{intx_type_Eviction_Prevention=1,lead_job_Floor_Monitor=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"319969","{intx_type_Eviction_Prevention=1,lead_job_Beyond_Bricks_and_Mortar=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"319978","{intx_resource__Safety=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"319987","{event_type_Garden_Club=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"319993","{intx_type_Eviction_Prevention=1,lead_job_Donation_Drive=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"319999","{intx_resource_Medical.Dental=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320002","{intx_type_Eviction_Prevention=1,lead_job_Board_Meetings=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320008","{intx_type_Eviction_Prevention=1,intx_type_Information_._Referrals=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320014","{intx_type_Eviction_Prevention=1,intx_type_Home_Management=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320020","{intx_resource__Mental_Health=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320023","{intx_type_Advocacy=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320032","{intx_type_Eviction_Prevention=1,lead_job_Building_Dreams_Initiative=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320038","{intx_resource__Family.Social_Relations=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320044","{intx_type_Eviction_Prevention=1,lead_job_Fund_Development_Phone_Calls=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320047","{intx_subtype_Reading_mail=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320065","{intx_type_Eviction_Prevention=1,lead_job_Clerical_Assistance=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320068","{intx_type_Conflict_Resolution.Mediation=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320074","{intx_resource__Gift_Card=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320077","{intx_resource__Toys_for_Tots=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320083","{intx_type_Eviction_Prevention=1,lead_job_Annual_Meeting=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320086","{intx_type_Eviction_Prevention=1,lead_job_Cooking_Classes=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"320092","{intx_type_Eviction_Prevention=1,lead_job_Connect=0} => {Negative.MO=1}",0.079734219269103,0.289156626506024,1.42682204226743,24
"319855","{intx_resource_Rental_Assistance=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0631229235880399,0.287878787878788,1.42051664182812,19
"319975","{intx_resource_Interpretation=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0764119601328904,0.2875,1.41864754098361,23
"302025","{intx_subtype_Non.payment_of_rent=1,intx_type_Direct_Support=0} => {Negative.MO=1}",0.053156146179402,0.285714285714286,1.40983606557377,16
"302034","{intx_resource_Safety=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.285714285714286,1.40983606557377,16
"302064","{intx_resource_Financial_Literacy=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.285714285714286,1.40983606557377,16
"302088","{intx_resource_Child_Care=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.285714285714286,1.40983606557377,16
"319885","{intx_resource_Computer_Assistance=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0730897009966777,0.285714285714286,1.40983606557377,22
"319915","{intx_resource_Toys_for_Tots=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0730897009966777,0.285714285714286,1.40983606557377,22
"319837","{event_type_Food_Shelf=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0764119601328904,0.283950617283951,1.40113337381097,23
"319984","{intx_resource_Disabilities=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0764119601328904,0.283950617283951,1.40113337381097,23
"320017","{intx_subtype_Lease_Violation=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0764119601328904,0.283950617283951,1.40113337381097,23
"320026","{intx_resource_Parenting_Skills.Support=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0764119601328904,0.283950617283951,1.40113337381097,23
"319846","{intx_resource_Clothing=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0697674418604651,0.283783783783784,1.40031014621179,21
"321538","{event_type_Property_Meeting=0,intx_type_Housing_Stability=1} => {Negative.MO=1}",0.079734219269103,0.282352941176471,1.39324975891996,24
"302019","{intx_subtype_Non.payment_of_rent=1,lead_job_Event_Host=0} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302037","{event_type_Field_Trip.Outing=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302049","{intx_resource_Transportation=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302079","{intx_resource_Domestic_Violence=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302082","{intx_resource_Interpretation=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302112","{intx_resource_Substance_Abuse=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302130","{intx_resource_Parenting_Skills.Support=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302133","{intx_subtype_Non.payment_of_rent=1,lead_job_Building_Captain=0} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302139","{intx_resource_Literacy=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302145","{intx_subtype_Non.payment_of_rent=1,intx_subtype_Recertification=0} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302157","{event_type_Support_Group=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"302163","{intx_resource_Immigration=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.280701754385965,1.38510209951107,16
"319873","{intx_type_Eviction_Prevention=1,Leadership_Tier_1=0} => {Negative.MO=1}",0.0764119601328904,0.280487804878049,1.38404638144742,23
"319888","{intx_type_Eviction_Prevention=1,lead_job_Event_Assistance=0} => {Negative.MO=1}",0.0764119601328904,0.280487804878049,1.38404638144742,23
"320080","{intx_resource__Substance_Abuse=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0764119601328904,0.280487804878049,1.38404638144742,23
"319852","{event_type_Movie_Night=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0697674418604651,0.28,1.3816393442623,21
"319858","{intx_resource__Household_Goods=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0697674418604651,0.28,1.3816393442623,21
"319861","{intx_resource__Furniture=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0697674418604651,0.28,1.3816393442623,21
"319942","{intx_resource_Legal=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0730897009966777,0.278481012658228,1.37414401328076,22
"319891","{intx_resource_Life_Skills=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0697674418604651,0.276315789473684,1.36345987920621,21
"3764","{intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302007","{intx_subtype_Non.payment_of_rent=1,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302010","{intx_record_type_Housing_Stability=1,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302052","{event_type_PET_Phase_1=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302055","{intx_subtype_Non.payment_of_rent=1,lead_job_Bulk_Mail=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302058","{intx_resource__Housing=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302061","{intx_subtype_Non.payment_of_rent=1,lead_job_Flyering.Door_Knocking=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302067","{intx_subtype_Non.payment_of_rent=1,lead_job_Floor_Monitor=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302070","{intx_subtype_Non.payment_of_rent=1,Leadership_Tier_3=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302073","{event_type_Doctor_Visit=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302076","{intx_subtype_Non.payment_of_rent=1,lead_job_Beyond_Bricks_and_Mortar=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302085","{intx_resource__Safety=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302091","{intx_resource_Disabilities=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302094","{event_type_Garden_Club=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302097","{intx_resource_Conflict_Resolution=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302100","{intx_subtype_Non.payment_of_rent=1,lead_job_Donation_Drive=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302103","{intx_subtype_Non.payment_of_rent=1,lead_job_Community_Leadership_Institute=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302106","{intx_resource_Medical.Dental=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302109","{intx_subtype_Non.payment_of_rent=1,lead_job_Board_Meetings=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302115","{intx_subtype_Non.payment_of_rent=1,intx_type_Information_._Referrals=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302118","{intx_resource__Income=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302121","{intx_subtype_Non.payment_of_rent=1,intx_type_Home_Management=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302124","{intx_resource__Mental_Health=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302127","{intx_subtype_Non.payment_of_rent=1,intx_type_Advocacy=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302136","{intx_subtype_Non.payment_of_rent=1,lead_job_Building_Dreams_Initiative=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302142","{intx_resource__Family.Social_Relations=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302148","{intx_subtype_Non.payment_of_rent=1,lead_job_Fund_Development_Phone_Calls=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302151","{intx_subtype_Non.payment_of_rent=1,intx_subtype_Reading_mail=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302154","{intx_resource__Employment=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302160","{intx_resource_Utilities.Phone=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302166","{intx_resource__Financial_Literacy=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302169","{intx_subtype_Non.payment_of_rent=1,lead_job_Clerical_Assistance=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302172","{intx_subtype_Non.payment_of_rent=1,intx_type_Conflict_Resolution.Mediation=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302175","{intx_subtype_Non.payment_of_rent=1,lead_job_BINGO=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302178","{intx_resource__Gift_Card=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302181","{intx_resource__Toys_for_Tots=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302184","{intx_resource__Substance_Abuse=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302187","{intx_subtype_Non.payment_of_rent=1,lead_job_Annual_Meeting=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302190","{intx_subtype_Non.payment_of_rent=1,lead_job_Cooking_Classes=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302193","{intx_resource__Life_Skills=0,intx_subtype_Non.payment_of_rent=1} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"302196","{intx_subtype_Non.payment_of_rent=1,lead_job_Connect=0} => {Negative.MO=1}",0.053156146179402,0.275862068965517,1.36122102882985,16
"322135","{event_type_Property_Meeting=0,intx_record_type_Housing_Stability=1} => {Negative.MO=1}",0.0996677740863787,0.275229357798165,1.35809896224996,30
"319903","{intx_type_Eviction_Prevention=1,lead_job_Cleaning=0} => {Negative.MO=1}",0.0730897009966777,0.275,1.35696721311475,22
"319918","{intx_resource_Volunteer_Opportunities=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0730897009966777,0.275,1.35696721311475,22
"319900","{event_type_Bingo.Game_Night=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0697674418604651,0.272727272727273,1.34575260804769,21
"319924","{intx_type_Eviction_Prevention=1,intx_type_New_Resident_Orientation=0} => {Negative.MO=1}",0.0697674418604651,0.272727272727273,1.34575260804769,21
"319876","{intx_type_Eviction_Prevention=1,Leadership_Tier_2=0} => {Negative.MO=1}",0.0730897009966777,0.271604938271605,1.34021453147136,22
"319909","{intx_resource_Furniture=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.0730897009966777,0.271604938271605,1.34021453147136,22
"320365","{intx_record_type_Connection_to_Community_Resource=1,intx_resource_Community_Involvement=0} => {Negative.MO=1}",0.0631229235880399,0.271428571428571,1.33934426229508,19
"320383","{intx_record_type_Connection_to_Community_Resource=1,intx_resource_Employment=0} => {Negative.MO=1}",0.0764119601328904,0.270588235294118,1.33519768563163,23
"319609","{intx_resource_Bus_Cards=0,intx_resource_Food=1} => {Negative.MO=1}",0.0598006644518272,0.264705882352941,1.30617164898746,18
"320359","{intx_record_type_Connection_to_Community_Resource=1,intx_record_type_Material_Goods=0} => {Negative.MO=1}",0.0697674418604651,0.2625,1.2952868852459,21
"320362","{intx_record_type_Connection_to_Community_Resource=1,intx_type_Material_Goods=0} => {Negative.MO=1}",0.0697674418604651,0.2625,1.2952868852459,21
"319822","{intx_resource_Housing=0,intx_type_Eviction_Prevention=1} => {Negative.MO=1}",0.053156146179402,0.262295081967213,1.29427573233002,16
"320437","{intx_record_type_Connection_to_Community_Resource=1,intx_resource_Bus_Cards=0} => {Negative.MO=1}",0.0863787375415282,0.26,1.28295081967213,26
"322150","{intx_record_type_Housing_Stability=1,intx_record_type_Material_Goods=0} => {Negative.MO=1}",0.112956810631229,0.259541984732824,1.28069077712426,34
"322153","{intx_record_type_Housing_Stability=1,intx_type_Material_Goods=0} => {Negative.MO=1}",0.112956810631229,0.259541984732824,1.28069077712426,34
"321550","{intx_record_type_Material_Goods=0,intx_type_Housing_Stability=1} => {Negative.MO=1}",0.0930232558139535,0.259259259259259,1.27929568913175,28
"321553","{intx_type_Housing_Stability=1,intx_type_Material_Goods=0} => {Negative.MO=1}",0.0930232558139535,0.259259259259259,1.27929568913175,28
"319618","{intx_resource_Food=1,intx_resource_Safety=0} => {Negative.MO=1}",0.0564784053156146,0.257575757575758,1.27098857426726,17
"321559","{intx_resource_Community_Involvement=0,intx_type_Housing_Stability=1} => {Negative.MO=1}",0.0897009966777409,0.257142857142857,1.26885245901639,27
"320368","{intx_record_type_Connection_to_Community_Resource=1,intx_resource_Household_Goods=0} => {Negative.MO=1}",0.0664451827242525,0.256410256410256,1.26523749474569,20
"320410","{intx_record_type_Connection_to_Community_Resource=1,intx_resource_Family.Social_Relations=0} => {Negative.MO=1}",0.079734219269103,0.25531914893617,1.25985350540635,24
"319579","{intx_resource_Employment=0,intx_resource_Food=1} => {Negative.MO=1}",0.053156146179402,0.253968253968254,1.25318761384335,16
"319576","{intx_resource_Coats=0,intx_resource_Food=1} => {Negative.MO=1}",0.0564784053156146,0.253731343283582,1.25201859554686,17
"319603","{intx_resource_Food=1,intx_resource_Life_Skills=0} => {Negative.MO=1}",0.0598006644518272,0.253521126760563,1.2509812976218,18
