Contact ID,Yardi ID,Yardi HOH ID,HOH,Birth Year,Age at MI,First Move In,MI_year_again,Move Out,Campaign Type,Start Date,Reason,Sub-Type,MO Reason,MI_year,MI_before_2014,MI_after_2010,MI_in_wndow
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Property Meeting,12/28/16,Proactive,Social,,2010,true,true,true
003U000001V60aK,fam22185;fam33666;rm21690,19,0,1972,38,2010-10-04T00:00:00Z,2010,,Property Meeting,10/26/16,Proactive,Social,,2010,true,true,true
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Property Meeting,10/26/16,Proactive,Social,,2010,true,true,true
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Support Group,2/28/17,Reactive,Educational,,2010,true,true,true
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Community Meal,4/4/17,Reactive,Social,,2010,true,true,true
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Support Group,5/16/17,Proactive,Educational,,2010,true,true,true
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Community Meal,5/16/17,Proactive,Social,,2010,true,true,true
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Support Group,5/2/17,Proactive,Educational,,2010,true,true,true
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Support Group,3/10/17,Reactive,Educational,,2010,true,true,true
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Community Meal,8/19/16,Proactive,Social,,2010,true,true,true
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Community Meal,6/8/16,Proactive,Social,,2010,true,true,true
003U000001V5yj3,19,19,1,1969,42,2010-10-04T00:00:00Z,2010,,Class,6/15/16,Proactive,Social,,2010,true,true,true
003U000001V60aK,fam22185;fam33666;rm21690,19,0,1972,38,2010-10-04T00:00:00Z,2010,,Property Meeting,6/25/14,,Social,,2010,true,true,true
003U000001V60aK,fam22185;fam33666;rm21690,19,0,1972,38,2010-10-04T00:00:00Z,2010,,Property Meeting,5/23/15,,Social,,2010,true,true,true
003U000001V5zZL,4198,4198,1,1951,59,2010-02-01T00:00:00Z,2010,,Property Meeting,11/24/16,Proactive,Educational,,2010,true,true,true
003U000001V5z0E,4232,4232,1,1988,22,2010-01-29T00:00:00Z,2010,,Property Meeting,12/28/16,Proactive,Social,,2010,true,true,true
003U000001V5z0E,4232,4232,1,1988,22,2010-01-29T00:00:00Z,2010,,Property Meeting,12/20/16,Proactive,Social,,2010,true,true,true
003U000001V5z0E,4232,4232,1,1988,22,2010-01-29T00:00:00Z,2010,,Community Meal,4/4/17,Reactive,Social,,2010,true,true,true
0030B000020NOsl,fam42162;fam43403,4232,0,1994,16,2010-01-29T00:00:00Z,2010,,Community Meal,4/4/17,Reactive,Social,,2010,true,true,true
003U000001V5z0E,4232,4232,1,1988,22,2010-01-29T00:00:00Z,2010,,Support Group,5/16/17,Proactive,Educational,,2010,true,true,true
003U000001V5z0E,4232,4232,1,1988,22,2010-01-29T00:00:00Z,2010,,Community Meal,5/16/17,Proactive,Social,,2010,true,true,true
003U000001V5z0E,4232,4232,1,1988,22,2010-01-29T00:00:00Z,2010,,Class,6/15/16,Proactive,Social,,2010,true,true,true
003U000001V5z0E,4232,4232,1,1988,22,2010-01-29T00:00:00Z,2010,,Property Meeting,5/23/15,,Social,,2010,true,true,true
003U000001V5zTX,4269,4269,1,1963,46,2010-02-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Property Meeting,10/27/16,Proactive,Social,,2010,true,true,true
003U000001V5zTX,4269,4269,1,1963,46,2010-02-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Property Meeting,2/16/16,,Social,,2010,true,true,true
003U000001V5zTX,4269,4269,1,1963,46,2010-02-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,5/31/16,,Social,,2010,true,true,true
003U000001V5zTX,4269,4269,1,1963,46,2010-02-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,12/7/16,Proactive,Social,,2010,true,true,true
003U000001V5zTX,4269,4269,1,1963,46,2010-02-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,10/14/15,,Social,,2010,true,true,true
003U000001V5zTX,4269,4269,1,1963,46,2010-02-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,12/7/15,,Social,,2010,true,true,true
003U000001V5zTX,4269,4269,1,1963,46,2010-02-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Property Meeting,4/27/17,Proactive,Social,,2010,true,true,true
003U000001V5zTX,4269,4269,1,1963,46,2010-02-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,8/18/16,Proactive,Social,,2010,true,true,true
003U000001V5zTX,4269,4269,1,1963,46,2010-02-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,8/7/14,,Social,,2010,true,true,true
003U000001V5zTX,4269,4269,1,1963,46,2010-02-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Property Meeting,2/12/15,,Social,,2010,true,true,true
003U0000013FPyL,4305,4305,1,1958,51,2010-02-05T00:00:00Z,2010,2017-01-31T00:00:00Z,Community Meal,5/31/16,,Social,,2010,true,true,true
003U0000013FPyL,4305,4305,1,1958,51,2010-02-05T00:00:00Z,2010,2017-01-31T00:00:00Z,Community Meal,12/7/15,,Social,,2010,true,true,true
003U0000013FPyL,4305,4305,1,1958,51,2010-02-05T00:00:00Z,2010,2017-01-31T00:00:00Z,Community Meal,8/18/16,Proactive,Social,,2010,true,true,true
003U000001V5yvJ,4384,4384,1,1959,50,2010-03-01T00:00:00Z,2010,2015-10-01T00:00:00Z,Property Meeting,5/13/15,,Social,Non-Payment of Rent,2010,true,true,true
003U000001V5yrb,4386,4386,1,1961,49,2010-03-01T00:00:00Z,2010,2016-12-31T00:00:00Z,Community Meal,5/31/16,,Social,,2010,true,true,true
003U000001V5yrb,4386,4386,1,1961,49,2010-03-01T00:00:00Z,2010,2016-12-31T00:00:00Z,Community Meal,12/7/16,Proactive,Social,,2010,true,true,true
003U000001V5yrb,4386,4386,1,1961,49,2010-03-01T00:00:00Z,2010,2016-12-31T00:00:00Z,Property Meeting,2/6/14,,Social,,2010,true,true,true
003U0000013FRnb,4457,4457,1,1966,44,2010-04-01T00:00:00Z,2010,,Food Shelf,4/24/17,Proactive,Social,,2010,true,true,true
003U0000013FRnb,4457,4457,1,1966,44,2010-04-01T00:00:00Z,2010,,Food Shelf,1/30/17,Proactive,Social,,2010,true,true,true
003U0000013FRnb,4457,4457,1,1966,44,2010-04-01T00:00:00Z,2010,,Food Shelf,1/13/14,,Social,,2010,true,true,true
003U0000013FRnb,4457,4457,1,1966,44,2010-04-01T00:00:00Z,2010,,Food Shelf,2/10/14,,Social,,2010,true,true,true
003U0000013FRnb,4457,4457,1,1966,44,2010-04-01T00:00:00Z,2010,,Food Shelf,5/12/14,,Social,,2010,true,true,true
003U0000013FRnb,4457,4457,1,1966,44,2010-04-01T00:00:00Z,2010,,Food Shelf,6/9/14,,Social,,2010,true,true,true
003U0000013FRnb,4457,4457,1,1966,44,2010-04-01T00:00:00Z,2010,,Food Shelf,8/11/14,,Social,,2010,true,true,true
003U000001V5ygY,4523,4523,1,1953,57,2010-04-05T00:00:00Z,2010,2017-01-31T00:00:00Z,Property Meeting,10/27/16,Proactive,Social,,2010,true,true,true
003U000001V5ygY,4523,4523,1,1953,57,2010-04-05T00:00:00Z,2010,2017-01-31T00:00:00Z,Property Meeting,1/26/17,Proactive,Social,,2010,true,true,true
003U000001V5ygY,4523,4523,1,1953,57,2010-04-05T00:00:00Z,2010,2017-01-31T00:00:00Z,Community Meal,12/7/16,Proactive,Social,,2010,true,true,true
003U000001V5ygY,4523,4523,1,1953,57,2010-04-05T00:00:00Z,2010,2017-01-31T00:00:00Z,Community Meal,8/18/16,Proactive,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Property Meeting,10/5/16,Proactive,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Community Meal,12/21/16,Proactive,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Property Meeting,1/19/17,Proactive,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Community Meal,12/3/15,,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Property Meeting,4/19/17,Proactive,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Community Meal,8/24/16,Proactive,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Community Meal,6/21/17,Proactive,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Community Meal,6/9/16,Proactive,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Community Meal,8/14/14,,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Field Trip/Outing,2/13/15,,Educational,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Property Meeting,2/13/14,,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Property Meeting,5/15/14,,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Property Meeting,11/12/14,,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Property Meeting,4/22/15,,Social,,2010,true,true,true
003U000001JJJ9n,4551,4551,1,1955,55,2010-04-02T00:00:00Z,2010,,Property Meeting,3/31/16,,Social,,2010,true,true,true
003U000001V5z9Q,4574,4574,1,1984,26,2010-04-08T00:00:00Z,2010,2015-11-30T00:00:00Z,Community Meal,5/20/14,,Social,Relocation,2010,true,true,true
003U000001V5zw0,fam31389,4574,0,2009,1,2010-04-08T00:00:00Z,2010,2015-11-30T00:00:00Z,Community Meal,5/20/14,,Social,Relocation,2010,true,true,true
003U000001V5zw0,fam31389,4574,0,2009,1,2010-04-08T00:00:00Z,2010,2015-11-30T00:00:00Z,Property Meeting,5/23/15,,Social,Relocation,2010,true,true,true
003U000001V5zw0,fam31389,4574,0,2009,1,2010-04-08T00:00:00Z,2010,2015-11-30T00:00:00Z,Volunteer,8/18/14,,Social,Relocation,2010,true,true,true
003U000001V5zvb,fam31390,4574,0,2010,0,2010-04-08T00:00:00Z,2010,2015-11-30T00:00:00Z,Community Meal,5/20/14,,Social,Relocation,2010,true,true,true
003U000001V5zvb,fam31390,4574,0,2010,0,2010-04-08T00:00:00Z,2010,2015-11-30T00:00:00Z,Property Meeting,5/23/15,,Social,Relocation,2010,true,true,true
003U000001V5zvb,fam31390,4574,0,2010,0,2010-04-08T00:00:00Z,2010,2015-11-30T00:00:00Z,Volunteer,8/18/14,,Social,Relocation,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,8/31/16,Proactive,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Property Meeting,9/10/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,9/30/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Property Meeting,10/1/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,9/14/16,Proactive,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,8/17/16,Proactive,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Property Meeting,11/5/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,11/4/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,11/18/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Community Meal,11/19/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,2/3/16,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,1/20/16,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,8/3/16,Proactive,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,7/20/16,Proactive,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,7/6/16,Proactive,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,6/22/16,Proactive,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,2/17/16,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Community Meal,3/4/14,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Community Meal,5/6/14,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Community Meal,6/30/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Community Meal,8/12/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,2/5/14,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,5/20/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Property Meeting,8/13/15,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,3/3/16,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,3/30/16,,Social,,2010,true,true,true
003U000001V5zTN,4795,4795,1,1955,56,2010-08-16T00:00:00Z,2010,,Movie Night,3/16/16,,Social,,2010,true,true,true
003U000001V5zEQ,5244,5244,1,1973,37,2010-07-09T00:00:00Z,2010,,Property Meeting,1/19/17,Proactive,Social,,2010,true,true,true
003U000001V5zEQ,5244,5244,1,1973,37,2010-07-09T00:00:00Z,2010,,Community Meal,6/21/17,Proactive,Social,,2010,true,true,true
003U000001V5zEQ,5244,5244,1,1973,37,2010-07-09T00:00:00Z,2010,,Community Meal,8/14/14,,Social,,2010,true,true,true
003U000001V5zEQ,5244,5244,1,1973,37,2010-07-09T00:00:00Z,2010,,Property Meeting,2/13/14,,Social,,2010,true,true,true
003U000001V5zEQ,5244,5244,1,1973,37,2010-07-09T00:00:00Z,2010,,Property Meeting,5/15/14,,Social,,2010,true,true,true
003U000001V5zEQ,5244,5244,1,1973,37,2010-07-09T00:00:00Z,2010,,Property Meeting,11/12/14,,Social,,2010,true,true,true
003U000001V5zEQ,5244,5244,1,1973,37,2010-07-09T00:00:00Z,2010,,Property Meeting,4/22/15,,Social,,2010,true,true,true
003U000001V5zEQ,5244,5244,1,1973,37,2010-07-09T00:00:00Z,2010,,Property Meeting,5/13/15,,Social,,2010,true,true,true
003U000001V5zaE,5245,5245,1,1958,52,2010-07-01T00:00:00Z,2010,,Food Shelf,12/19/16,Proactive,Social,,2010,true,true,true
003U000001V5zaE,5245,5245,1,1958,52,2010-07-01T00:00:00Z,2010,,Food Shelf,5/23/16,,Social,,2010,true,true,true
003U000001V5zaE,5245,5245,1,1958,52,2010-07-01T00:00:00Z,2010,,Community Meal,5/22/14,,Social,,2010,true,true,true
003U000001V5zaE,5245,5245,1,1958,52,2010-07-01T00:00:00Z,2010,,Community Meal,11/22/14,,Social,,2010,true,true,true
003U000001V5yvx,5265,5265,1,1953,57,2010-07-15T00:00:00Z,2010,2017-06-30T00:00:00Z,Property Meeting,12/20/16,Proactive,Social,Lack of Affordability,2010,true,true,true
003U000001V5yvx,5265,5265,1,1953,57,2010-07-15T00:00:00Z,2010,2017-06-30T00:00:00Z,Property Meeting,10/27/16,Proactive,Social,Lack of Affordability,2010,true,true,true
003U000001V606o,fam37040;fam30031,5265,0,1964,46,2010-07-15T00:00:00Z,2010,2017-06-30T00:00:00Z,Property Meeting,8/25/16,Reactive,Social,Lack of Affordability,2010,true,true,true
003U000001V606o,fam37040;fam30031,5265,0,1964,46,2010-07-15T00:00:00Z,2010,2017-06-30T00:00:00Z,Community Meal,6/16/15,,Social,Lack of Affordability,2010,true,true,true
003U000001V5yvx,5265,5265,1,1953,57,2010-07-15T00:00:00Z,2010,2017-06-30T00:00:00Z,Class,8/7/14,,Educational,Lack of Affordability,2010,true,true,true
003U000001V5yvx,5265,5265,1,1953,57,2010-07-15T00:00:00Z,2010,2017-06-30T00:00:00Z,Community Meal,6/16/15,,Social,Lack of Affordability,2010,true,true,true
003U000001V5yvx,5265,5265,1,1953,57,2010-07-15T00:00:00Z,2010,2017-06-30T00:00:00Z,Property Meeting,4/23/14,,Social,Lack of Affordability,2010,true,true,true
003U000001V5yvx,5265,5265,1,1953,57,2010-07-15T00:00:00Z,2010,2017-06-30T00:00:00Z,Property Meeting,5/5/14,,Social,Lack of Affordability,2010,true,true,true
003U000001V5zfT,5689,5689,1,1978,33,2010-10-01T00:00:00Z,2010,,Property Meeting,12/28/16,Proactive,Social,,2010,true,true,true
003U000001V5zfT,5689,5689,1,1978,33,2010-10-01T00:00:00Z,2010,,Property Meeting,10/26/16,Proactive,Social,,2010,true,true,true
003U000001V5zfT,5689,5689,1,1978,33,2010-10-01T00:00:00Z,2010,,Community Meal,5/16/17,Proactive,Social,,2010,true,true,true
003U000001V5zfT,5689,5689,1,1978,33,2010-10-01T00:00:00Z,2010,,Community Meal,3/30/16,,Social,,2010,true,true,true
003U000001V60LA,fam32016;fam39763,5694,0,1997,13,2010-12-01T00:00:00Z,2010,,Community Meal,6/24/14,,Social,,2010,true,true,true
003U000001V5zHy,5694,5694,1,1969,41,2010-12-01T00:00:00Z,2010,,Community Meal,6/24/14,,Social,,2010,true,true,true
003U000001V5zh0,5845,5845,1,1960,50,2010-11-01T00:00:00Z,2010,2014-07-01T00:00:00Z,Property Meeting,2/13/14,,Social,Non-Payment of Rent,2010,true,true,true
003U000001V5zh0,5845,5845,1,1960,50,2010-11-01T00:00:00Z,2010,2014-07-01T00:00:00Z,Property Meeting,5/15/14,,Social,Non-Payment of Rent,2010,true,true,true
003U000001V5ygx,5867,5867,1,1990,20,2010-10-15T00:00:00Z,2010,,Property Meeting,12/28/16,Proactive,Social,,2010,true,true,true
003U000001V5ygx,5867,5867,1,1990,20,2010-10-15T00:00:00Z,2010,,Property Meeting,10/26/16,Proactive,Social,,2010,true,true,true
003U000001V5ygx,5867,5867,1,1990,20,2010-10-15T00:00:00Z,2010,,Community Meal,4/4/17,Reactive,Social,,2010,true,true,true
003U000001V5ygx,5867,5867,1,1990,20,2010-10-15T00:00:00Z,2010,,Support Group,5/16/17,Proactive,Educational,,2010,true,true,true
003U000001V5ygx,5867,5867,1,1990,20,2010-10-15T00:00:00Z,2010,,Community Meal,5/16/17,Proactive,Social,,2010,true,true,true
003U000001V5ygx,5867,5867,1,1990,20,2010-10-15T00:00:00Z,2010,,Property Meeting,5/23/15,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,10/17/16,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,12/19/16,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Property Meeting,10/13/16,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,5/23/16,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,10/15/16,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Property Meeting,1/12/17,Proactive,Educational,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,11/24/16,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,12/3/16,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,2/27/17,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,11/23/15,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,12/5/15,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,4/24/17,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,12/21/15,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,1/30/17,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,9/17/16,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,3/24/17,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,3/27/17,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,9/6/16,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Support Group,12/12/16,Proactive,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,1/25/16,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,5/16/15,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,1/13/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,2/10/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,5/12/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,6/9/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,7/14/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,8/11/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,9/29/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,11/24/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,1/26/15,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Food Shelf,3/30/15,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Movie Night,1/13/15,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Property Meeting,3/19/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Property Meeting,11/24/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Property Meeting,6/8/15,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Property Meeting,8/11/15,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Class,10/10/14,,Educational,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Class,10/18/14,,Educational,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,1/18/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,3/15/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,5/17/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,5/22/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,6/21/14,,Social,,2010,true,true,true
003U0000013FRzI,5891,5891,1,1967,43,2010-11-05T00:00:00Z,2010,2016-10-31T00:00:00Z,Community Meal,10/18/14,,Social,,2010,true,true,true
